"id","service","s_amount"
183,Taxi,"[3870,-1305,212,1316,211]"
184,Drive,"[4665,79,180,-825,297,-235,239,-541,-911,163,-817,165,2713,-1021,-213]"
184,Eda,"[637,2906,478,-448,-239,1664,152,911,2945,39,-362,2148,630,655,1538,212,1374,-701,557,-424,1451,937,28]"
184,Lavka,"[-1298,-1541,-1281,-895,1900,-379,525,428,-721,2010,457,548]"
184,Market,"[448,-513,-1044,-1594,645,-62,-1123,-1005,19,-1130,36,272,-1130,-62,711,96,1041,22,-316,-766]"
184,Taxi,"[-599,64,659,881,38,2616,-105,-682,801,1430,6958,-541,1337,-2243]"
185,Drive,"[1775,605,-3290,-1017]"
185,Eda,"[-1071,-1137,-654,-1469]"
185,Lavka,"[777,156]"
185,Market,"[382,603,5203,238]"
185,Taxi,"[512,-22]"
186,Drive,"[339,593,-2723]"
186,Eda,"[256,-700,-1141]"
186,Market,"[-319,67,2553]"
186,Taxi,"[1019,4066,861,919]"
187,Drive,"[1082,-686]"
187,Eda,"[-1244,643,618,-484]"
187,Lavka,"[55,1636,-1691,753,954,-1594,651]"
187,Market,"[-83,573,620,1366,328]"
187,Taxi,"[83,832,-1298]"
188,Drive,"[360,-1449,1448,144,4088,519,-148,-177,2377,-371,-410]"
188,Eda,"[2221,-125,380,-211,-345,249,398]"
188,Lavka,"[1132,2665,1472,1193,667]"
188,Market,"[613,-473,-752,977,-524,-660,-1288,-449]"
188,Taxi,"[-360,1195,-359,1251,-638,92,-803,34,2483,-247,2758]"
189,Drive,"[-122,940,192,-141,2878,-198,262,-601]"
189,Eda,"[407,315,-71,453,-1960,-67,2831,822,1148]"
189,Lavka,"[1134,-148,2133,-114,-1180,772,378,-75,-170]"
189,Market,"[1384,-879,850,-264,501,-2147,-1156]"
189,Taxi,"[429,-352,769,-559,-3504,1118]"
190,Drive,"[-311,-2505,1012,4081,2283,-951,-535,319,-220,-2823,183,1181,-797,-37]"
190,Eda,"[611,-611,524,1799,1303,1395,-414,-375,-371,2574,-1524,251,-1640,206,445,913,380,37]"
190,Lavka,"[-398,-1725,-259,277,160,-140,-278,-1175,220,316]"
190,Market,"[1647,283,-454,-517,-482,2936,-658,-1496,-87,1418,-2069,3155,-1885,-328,1026,-2646]"
190,Taxi,"[816,-523,126,-1782,324,86,901,-2331,-852,11]"
191,Drive,[-173]
191,Eda,[-95]
191,Lavka,[345]
192,Drive,"[206,550,-262,-1088,-266,-186,-825,3703,72,-1604,1094,-2003,936,-1239,886,-123,490,700,-5124]"
192,Eda,"[825,60,1831,184]"
192,Lavka,"[235,365,-673,-907,257,588,1850,-482,1194]"
192,Market,"[-735,1475,-1480,342,-143,814]"
192,Taxi,"[423,1128,132,66,-141,4035,705,343,-3261,4244,-537,1288,1424,920]"
193,Drive,"[1386,752,-2262,271,-852,1090,-115,822,-512,330,-1095,-1735,-371,867,57,-373,86,-69,294,-943]"
193,Eda,"[-242,18,73,1834,2715,-890,1204,66,-403,635,602,-967,-3172,90,-589,-730,2745,55]"
193,Lavka,"[115,4149,537,1469,482,-2,-279,1956,664,709,2023,145,577,1100]"
193,Market,"[4674,2202,-688,-427,-1732,619,1717,169,1371,975,31,-877,48,-1849]"
193,Taxi,"[283,-59,-73,-998,1540,1783,1494,2302,-1170,-971,-1393,3751,890,169,-2373,1337,2320,3017,-488,378,-107]"
194,Drive,"[724,-824,-354,1625,811,4121,-521,580,1202,-273,-1587,-674,-1360,267]"
194,Eda,"[208,1860,-1208,-77,41,-163,-26]"
194,Lavka,"[177,-385,-784,-294,-278,-1477,-637,83]"
194,Market,"[370,349,674,699,-572,752,688,428]"
194,Taxi,"[-724,-83,18,123,302,347,-3345,503,-770,1246,-609,374]"
195,Drive,"[-1681,1012,950]"
195,Eda,"[566,-821,-950,1724,-401]"
195,Lavka,"[-341,821,327,-327]"
195,Market,"[183,-408,950,2650,-1327]"
195,Taxi,[358]
196,Drive,"[122,969,1493,89,-404,-297,2551,-519,777,879,-562]"
196,Eda,"[-156,73,1507,1486,478]"
196,Lavka,"[2056,152,-474,-1498,-2809,-1026,-1211,998,-19,3354]"
196,Market,"[-1091,637,-55,-793,-139,-154,1330,3863,512,-2433,-98,1557,-1588,-1622,-234,-107,-2454]"
196,Taxi,"[-539,-1464,-852]"
197,Drive,"[611,94,-636,-245,-1549,-1658,211,-695,-914,1025,167,-756]"
197,Eda,"[-254,566,1140,186,-779,193,164,-933]"
197,Lavka,"[-448,90,-76,-177,1222,893,-221,-726,-324,397,2597,1199,2207,-1602]"
197,Market,"[26,766,457,526,248,-1230,-1234]"
197,Taxi,"[4,2436,869,2075,-1142,70,2419,68,1060,1159]"
198,Drive,"[621,393,1745,224,-1193,3433,-554,3666]"
198,Eda,"[704,775,1759,663,-307,674,-3526,-538,808,961,-2025]"
198,Lavka,"[72,322,284,-368,1003,2258]"
198,Market,"[438,349,-873,2350,-49,183,1014]"
198,Taxi,"[-438,139,-760,-120,1217,909,10,616,82,2460,-669,-766,563,-234,-1684,1388,83]"
199,Drive,"[-1524,-335,130,-1168,-1595,-325]"
199,Eda,"[-445,565,1399,782,-1777,-4121,-107,564,502,1768,2305]"
199,Lavka,"[585,-1007,107,3204,230,59,531]"
199,Market,"[2293,3411,-1423,663,149,587,590,1528]"
199,Taxi,"[-1607,-579,1533,1103,568,-1352,-1659,108,117]"
200,Drive,"[-384,978,1317,-2851,144,-1996,1238,1012]"
200,Eda,"[98,198,-191,-1238]"
200,Lavka,"[1805,-696,-364,764,-1743,500,1290]"
200,Market,"[678,433,-38,237,-1458,745]"
200,Taxi,"[882,1754,-313,138,819,-211]"
201,Drive,"[-1062,-2065,-81,1773,-2007,1092,-810,-203,-53,665,209,344,-2284,122,-121]"
201,Eda,"[2545,-709,1406,4423,-1272,1375,2275,-639,699,-323,960,-19,2642,508,1065,-205,-66]"
201,Lavka,"[2044,584,2029,54,567,759,-2067,2378,1068,1060,253,-1896,-239,228,-152,263,-539,627,260,-365]"
201,Market,"[1788,351,660,-133,592,746,-2213,204,-1688,1552,911,-3509,973,827,299,-1591,1815,628,-93,-1498,-166,-249]"
201,Taxi,"[-524,-2495,-1364,3063,-3973,462,4323,986,-270,-72,-219,537,-571,544,2292,637,-26]"
202,Drive,"[-483,-462,381,-744,5084,-718,-1037,529,119,314,655,-692,-728]"
202,Eda,"[494,709,-273,-519,-3161,2642,1639]"
202,Lavka,"[877,-531,5618,-276,-923,-933,-572,241]"
202,Market,"[415,221,1581,-276,31,505,-589,-195,-95,-579]"
202,Taxi,"[-154,-78,-161,-537,790,-896,-3188,870,410]"
203,Drive,"[-158,919,601,1316,92]"
203,Eda,"[294,797]"
203,Lavka,"[968,-426,-825,-102]"
203,Market,"[88,704,764,445,-163,389]"
203,Taxi,"[-136,1279,955,-319,-1780,-522,1929]"
204,Drive,"[2301,322,1077,175,-985,270,876,117,-898,407,504,4,2303,844]"
204,Eda,"[-250,2685,-338,-431,-1227,-991,295,-2662,-1431,91,-586,-618,-209,-1391,1635,111,638,-292,285,164,1338,862,-64,-8,-3745,-3205,1552,-3518,2493,289]"
204,Lavka,"[134,-2416,2486,603,322,-241,2302,2817,-32,2101,298,-285,85,2620,162,-296,101,1000]"
204,Market,"[-171,-958,-397,553,-2195,-1936,1221,-1199,820,212,138,517,-2361,862,47,-637]"
204,Taxi,"[250,-134,115,95,-88,1159,-570,3074,156,3045,45,1168,65,-4733,-919,-2789,679,103,-5,3327,702,-494]"
205,Drive,"[243,78,1524,186,-940,-1022,467,829,-836,-131,-338,532]"
205,Eda,"[3197,1648,-1989,46,721,-2940,372,231]"
205,Lavka,"[-531,-1302,-124,1149,-3343,-1274,280,428]"
205,Market,"[735,5007,500,-14,402,665,1523,20,-1738,-74]"
205,Taxi,"[-580,1,1238,123,-91,203,-516,-801]"
206,Drive,[2856]
206,Eda,[1427]
206,Lavka,[112]
206,Market,"[-511,1116]"
206,Taxi,[1298]
207,Drive,"[1728,1845,233]"
207,Eda,"[1442,422]"
207,Taxi,[-3774]
208,Drive,"[-862,-2124,1011,1092,-192,255,-878,798,-2136,755,-597,-71,1476,319,-281,-1785,-16,435,386]"
208,Eda,"[-173,-404,2517,197,1255,489,317,698,-1418,-708,345,-237,-747,-58,617,-371,662]"
208,Lavka,"[796,1831,191,-234,-376,-184,495,-359,-280,786,2669,-406,-223,-88,542,-677,708,297,-909]"
208,Market,"[-1729,577,233,-87,857,-449,-327,-515,-2594,-763,-512,430]"
208,Taxi,"[2474,211,1487,930,353,-1778,-2,-3700,-68,242,13,910]"
209,Drive,"[266,-201,3]"
209,Eda,"[647,-647,382,-233,484,-96,1426,-695,140,808,-383]"
209,Lavka,[-526]
209,Market,"[2891,-1230,-1737,-103]"
209,Taxi,"[190,-921]"
210,Drive,"[349,951,-748,-43,3581,61,73,-441,130,-75,358,1080]"
210,Eda,"[-455,-170,1525,-1158,-1573,-122,-1383,-2005,1216,-1199,-161,1017,763,-3319]"
210,Lavka,"[455,385,-82,2936,-170,432,850,1799,713,607,391,1035,103,-564,5031,-249,61,-563,902,-1059]"
210,Market,"[-226,-141,-1350,554,-665,-172,2097,-1207,2441,279,1952]"
210,Taxi,"[226,1058,-478,2548,-607,-1682,-719,966,178,-887,1630,-218,-413,2190]"
211,Drive,"[1272,2017,-622,-253,679,-34,588,1903,-251,89,-746,-1068,744]"
211,Eda,"[111,-42,299,1888,731,-1658,745,3082,-1034,-516,-156,48,2628,1235,-1410,491]"
211,Lavka,"[192,1327,-47,2909,1441,154,-802,1579,1437,475,591]"
211,Market,"[-198,-777,-1109,275,772,426,-8,-176,906,776,389,2419,-1649,208]"
211,Taxi,"[527,148,-509,-254,743,353,490,-713,669,388,663,120,790,-3165,543,950,-569,-368,-1149,1097]"
212,Drive,"[-2485,1195,525,-63,-64,1421,-961,-100,-566,-755,-1341]"
212,Eda,"[-21,234,-201,998,-3814,1940,-1224,-640,-683,292,-2,34,42,684,-2006,142,904,-980,2403,-1308,205]"
212,Lavka,"[-603,1205,513,-600,478,2876,1207,-456,-3498,-666,-2627,1533,1940]"
212,Market,"[492,26,2609,-1725,-2083,-345,1932,699,884,498,-124,-102,1738,1662,-1238,-356,4659,2927,-2786,334,-47,1971,-260,44,609,-3708]"
212,Taxi,"[272,1829,220,-307,511,-431,1457,-977,-1736,-62,4579,1211,924,8,-284,-358,-1298,-427,-555,-2486,1120,-2231,3543,-994,-1037]"
213,Drive,"[247,-247,-1948,232,655]"
213,Eda,"[444,-1181,205,487,-1674,-1694,11,-1181]"
213,Lavka,"[272,2131,477,-1761,3492,874,911,1092]"
213,Market,"[970,-43,1272,437,-253,2007,-832,474,32]"
213,Taxi,"[-108,-82,-670,2565,-1441]"
214,Drive,"[244,1443,117,1674,2103,318,-746,-1223,-990,237]"
214,Eda,"[859,-207,-39,8068,398,-28,810,720,-4802,-295,-1535,814,-1288,419,1025]"
214,Lavka,"[-237,56,492,1675,-3554,606,3572,-1971,371,6764,-244,2249,-172]"
214,Market,"[1542,-1826,263,616,-62,-1064,-1653,-845,372,438,2198,-72,880,-937,-600,-1450]"
214,Taxi,"[780,379,1709,-955,1432,-3086]"
215,Drive,"[538,2546,2780,-73]"
215,Eda,"[-559,579,-1855,755]"
215,Lavka,"[-1077,445,1611,-484,1143,-187,-80]"
215,Market,"[-582,-695,-1364,466,-2144]"
215,Taxi,"[1680,2641,-1746,-109]"
216,Drive,"[1084,-88,-573,1996,-6,-79,405,-1724,654,1358,671,-186,-978,-619,142,-787,-155]"
216,Eda,"[-658,151,-68,-663,-103,1120,343,715,-164,-1541,252,-214,1242,7,2179,216,22,70,-1326,-134]"
216,Lavka,"[-789,-2517,-2214,78,631,93,-86,-1746,-32,84,822,-13,647,-639]"
216,Market,"[2570,1804,201,549,-263,135,106,-3209,395,620,63,136,11,1385,-1058,-223,-40,27,-16,176,70,-1203,-99,1658,19,-278]"
216,Taxi,"[235,1053,-563,-237,827,-300,495,230,1796,2245,1059,-428,1852,-1181,-884]"
217,Drive,"[367,-546,-1845,-297,-70,810,4109,165,-83,268]"
217,Eda,"[682,2308,-1161,257,-675,1442,532,-1342,1073,-104,-2591]"
217,Lavka,"[1148,-570,-17,-68,535,-108,-1644,-343,-186,-1046]"
217,Market,"[533,1298,52,-464,150,1802,1126]"
217,Taxi,"[112,114,1072,-133]"
218,Drive,"[-745,-116,36,-464,-1038,246,156,-745]"
218,Eda,"[2853,35,80,-39,4603,-256,-68,-352]"
218,Lavka,"[1967,-374,-315,1257,1001,2270]"
218,Market,"[-1967,-406,-475,973,283,-487,-404,-4285]"
218,Taxi,"[437,437,1264,-512,256,-528,-995,-228,-549,-368,-498,1563,-649,65]"
219,Drive,"[1086,-1158,694,-651,1241,-380]"
219,Eda,"[-1403,187,1825,-2322,626,3667]"
219,Lavka,"[-1002,-1979]"
219,Market,"[1403,1416,3152,219,-702,2109]"
219,Taxi,"[-1416,-79,2316,-206,-787,76]"
220,Drive,"[1825,169,526,-4604,7,74,331]"
220,Eda,"[-106,-215,-147,215,902,-399,-652,481,-645,-56,1237,-2184,18]"
220,Lavka,"[506,308,-332,-355,611,1001,-417,246,392,-196,-677,2733,-21]"
220,Market,"[844,215,-411,-152,139,-1104,1249,1767,-6,2118]"
220,Taxi,"[-236,-629,558,1060,-470,-7,436,1647,895,1568,-3752,-1196]"
221,Drive,[-4]
221,Eda,"[537,659,-188,317,392,-2576,-1793]"
221,Lavka,"[-602,812,-667,3213]"
221,Market,"[141,1851,1219,-506,2374,178,3062]"
221,Taxi,"[-484,263,1088,-432,-1157,-289,-16]"
222,Drive,"[-582,-20,-261,-763,1434,333,-4560,972,-37,-626,-660,-1486,1266,-1230,-460,-232,-353,-1540,-669,170]"
222,Eda,"[1055,683,1318,-281,2134,1931,714,1210,131,-1894,1006]"
222,Lavka,"[-715,989,-1229,-425,-776,998,1362,875,-167,4173,-347,-97]"
222,Market,"[705,-116,-1528,7,-271,1271,1495,-546,-1870,260]"
222,Taxi,"[-463,-28,3831,540,-2891,421,-3339,-83,695,1535,-204,-2549,-639,896,189]"
223,Drive,"[471,-946,-1406,-1482,1537,-895,1557,-27,-3526,122,2414,-442,-358,1298,707,-9,1008,-2603,299,-119,-259,-841,621,-225,-254,35]"
223,Eda,"[3394,-68,110,3476,-1208,-2541,68,1177,255,-2430,503,2227,170,525,-216,1229,1356,-525,147,398,2798,483]"
223,Lavka,"[2136,268,671,-1272,1344,-102,4556,352,72,392,-21,21,88,-1412]"
223,Market,"[251,1993,-180,459,1306,2515,2236,-2589,157,-1380,-864,-2094,658,912,1308,-1078,-441,293,-2441,408]"
223,Taxi,"[297,-1730,-83,-218,-264,120,1029,17,-261,-5141,170,680,106,322,-225,-987,-230]"
224,Drive,"[266,-368,760,-4682,631,-1279,4056,344,-212,-1975,-2133,1638,330,117,766,145,-1298,-467,231]"
224,Eda,"[602,-459,1715,3213,186,295,-539,-1728,1724,227,-834,-231,-20]"
224,Lavka,"[319,240,305,304,-1896,188,-2904,-246,-1054,-795,1677]"
224,Market,"[-602,368,-301,-1165,-89,-1034,-55,-281,904,197,-37,-363,-585,250,-922,-672,2657,1999]"
224,Taxi,"[459,-266,931,534,359,238,1441,310,152,2209,-2066,1101,-211,1537,-1287,787]"
225,Drive,"[994,594,25,28,1336,-649,-146,-240,301,117]"
225,Eda,"[651,626,-751,704,-660,238,-798]"
225,Lavka,"[191,2132,-2231,706,-1867,-159,198,2346,413,-1829,1661,451]"
225,Market,"[1078,-764,3531,910,-1677,20,-69,-814,-1616,553,-161,1505,-2530,239,1217,785,269]"
225,Taxi,"[62,-1137,461,731,-972,341,-627,-3340,-565,1813,14,-1585,-225,442,1652]"
226,Drive,"[6909,-541,2464,460,394,-65,1203,595,-749,104,218]"
226,Eda,"[525,41,-673,-755,-99,-1228,-176,1104,1193,1305,691,92]"
226,Lavka,"[284,196,-223,27,1832,-2962,-283,-709,1548,510]"
226,Market,"[530,217,329,-477,-764,3569,1523,-268,3722,131,-2091,-773,230,705,122,4751,300]"
226,Taxi,"[90,84,-204,-46,-825,-5517,816,987,105,-564,-1487]"
227,Drive,"[734,-871,-621,-255,575,2109,-188,12,34,-1847,-323]"
227,Eda,"[452,-683,-306,-34,-831,1211,-424,1182,2149,-357,-419]"
227,Lavka,"[462,-694,371,34,831,-1578,1518,2957,304,-2878,-381,-312,1263]"
227,Market,"[250,302,-302,25,-63,2126,-1085,2628,-835,437,593,-139,-50]"
227,Taxi,"[1075,-169,119,739,-349,400,618,-1430,566,-711]"
228,Drive,"[1026,1874,-1580,2517,2290,-700,1698,852,-1486,-814,2443,-13,653,-2125,30]"
228,Eda,"[128,917,368,-1541,153,657,1005,771,-1437,-1056,-882]"
228,Lavka,"[2121,-548,-1821,357,1855,1300,1964,813,121]"
228,Market,"[1193,728,-1029,3244,639,218,-87,2740,3664,-287,-1735,-194,1952]"
228,Taxi,"[2237,-193,2263,182,246,-343,-3731,-603,-4286]"
229,Drive,"[661,109,847,-162,996,-1012,2910,800,206,-633]"
229,Eda,"[-331,-370,1993,-1610,1709,1507,-2193,2982,295,1263]"
229,Lavka,"[-257,37,-946,920,1356,-1195,-243,182,-690]"
229,Market,"[-49,90,1141,-97,-67,328,-956,67,-118]"
229,Taxi,"[-133,1120,2354,1113,-597,-1913,-1899,494,-5722,-95,229,-495,-1125,1329]"
230,Drive,"[2759,-93,662,-554,-288,372]"
230,Eda,"[189,-1061,795,-15,-598,-279,-203,-752,-265,-597]"
230,Lavka,"[-568,564,2372,706,10,2900,-1000,622,485,360,748,675]"
230,Market,"[453,-453,-189,-1656,-1005,11,-179,916,-522,-120]"
230,Taxi,"[80,-1526,-155,39,-112,-717,947,-1641,184,-478]"
231,Drive,"[805,2340,-1039,-240,-105,621]"
231,Eda,"[255,57,-783]"
231,Lavka,"[-723,638,1466,341,-182,-2008,-189]"
231,Market,"[1258,2097,-2879,321,-432,2371]"
231,Taxi,"[-194,-128,-676,814]"
232,Drive,"[-484,284,-417,319]"
232,Eda,"[-672,248,1645,528,-260]"
232,Lavka,"[749,-1440,-300]"
232,Market,"[-181,1046,-904,984,1705,3195]"
232,Taxi,"[407,757,-490,-86,375,-279,1652,961,-1200]"
233,Drive,"[270,-1396,1681,-302,-517,-805,67,1973,-1008,-575,-1456]"
233,Eda,"[505,8178,-915,-402,559,-1531,1680,714]"
233,Lavka,"[206,-2281,5996,2584,-284,741,-743,225,3346,1300,229,38,-27,1629]"
233,Market,"[-20,-456,1538,-270,-297,-1888,238,517,-3926,-22,-112,-2160]"
233,Taxi,"[3648,12,-937,-1100,-530,202,1247,-311,-326]"
234,Drive,[-869]
234,Taxi,[869]
235,Drive,"[1158,155,-676,-1074,516,329]"
235,Eda,"[-328,31,-1431,1416,50,443,217]"
235,Lavka,"[703,-307,1512,3857,-292,-1206,195,-951,3041,-1384,-1183,-3712,897]"
235,Market,"[338,953,-329,1214,714,-487]"
235,Taxi,"[2112,-831,-202,-820,-297,-1747,-1258,-222,355]"
236,Drive,"[254,561,409,-409,3149,-285,1115,-1420]"
236,Eda,"[-2636,-1083,-129,-1985,2611,-451,-27]"
236,Lavka,"[4207,666,-576,1618,97]"
236,Market,"[-742,509,-293,-428,433,1420,766,426,-1019]"
236,Taxi,"[721,179,-1295,89,-4,-646]"
237,Drive,"[-14,-608,192,286,1878,1660,938]"
237,Eda,"[2869,-2013,2085,1337,288,58,-364,1198,-249,1358,-691,-527,-33,-200,2335,-58]"
237,Lavka,"[-1006,-5615,-856,-2346,48,9,1239,-1175,1762,-8]"
237,Market,"[5630,2055,19,-194,-1937,-837,-46,392,-1742,2939,-666,-2444,46,219,1521]"
237,Taxi,"[839,1239,-1087,410,198,927,-467,-1100,-494]"
238,Drive,"[-633,1060,-586,-448,410,-427,1837,459,-321,-461]"
238,Eda,"[-792,-748,398,-3107,-43,1331]"
238,Lavka,"[-325,-549,230,247]"
238,Market,"[-392,472,-472,976,-976,110]"
238,Taxi,"[2667,24,274,-230,448,582,1468,69,-856,-298,43]"
239,Drive,"[117,587,1854,1803,-235,-236,146,103,473,34,-105,-944,231,-1487]"
239,Eda,"[-772,54,28,2289,-305,-4066,361,994,-992,-1636,1736,529,-681,5226,1547]"
239,Lavka,"[-214,444,745,-1330,-193,-264,59,-271,779,-2765,1802,-4369,-494]"
239,Market,"[1309,-101,-892,-681,-85,1491,60,429,112]"
239,Taxi,"[3384,-312,39,-476,-708,-150,1103,254,3701,-913,1349,371,-1327]"
240,Drive,"[4253,240,-936,212,-185,-55,-489,44,746,50,-762,210]"
240,Eda,"[-956,-813,-1187,-74,-1487,61,1252,-1502,-902,-2562,-610,1087,1193,-283,-1159,623]"
240,Lavka,"[-237,-284,350,-2260,107,-99,-266,-589,-242,400,827,1746,703,1258,1133,-89,-201,5616,-1769,125,3461]"
240,Market,"[-1019,1230,-794,-392,-143,1539,-579,41,-234,13,1358,-908]"
240,Taxi,"[562,2871,2078,3389,-1345,1769,-366,-477,2671,-348,856,126,3731,-3833,1854,1250,92,2009]"
241,Drive,"[818,-7,-1363,1690,77,1064,1663,-732,-1017,1088,-1620,-1758,69,495,415,1209,375,365,-2509,1089,952,2274,-352,157]"
241,Eda,"[-62,884,1108,-435,-64,-409,7,435,-157,-359,26,432,-1858,-1405,790,-496,-1571,-342,1362]"
241,Lavka,"[1828,-692,1034,-2308,1314,-617,302,689,407,-1625,344,166,25,110,370,-143,919,-411,-447,-183]"
241,Market,"[-1641,-91,-468,-421,-1583,2875,496,-830,-1531,-468,51,830,878,881,1007]"
241,Taxi,"[62,1057,130,-1241,154,524,-200,867,1968,-610,826,-518,-1620,563,53,3405,516,18,-1295,-2263,1996,-381]"
242,Drive,"[-374,453,-473,-279,178,53,-336,3538,-885]"
242,Eda,"[-2425,36,766,95,686,-211,346,1018]"
242,Lavka,"[3650,535,-928,1004,1604,-1029,724]"
242,Market,"[258,-1578,651,746,331,-122]"
242,Taxi,"[-110,-1827,-599,-829,-507,127]"
243,Drive,"[-215,352,1571,182,1059,-195,-1210,-2028,149,-575,-1475,3447,108,-608]"
243,Eda,"[502,2391,412,-1379,-1118,-1499,-1155]"
243,Lavka,"[379,-1072,-424,-508,-112,661,-498,422,-1642,-267,401,-33,194,-1554,-291,-89,-230]"
243,Market,"[746,731,314,4123,-321,-12,-250,58,240,-668,2658,-431,-844,36,438,1218,551,-989]"
243,Taxi,"[2872,-1744,-817,-504,1939,168,1235,750,-977,-302,1001,256,-749,1710,-1074,-162,1158,-362,-350,-1848]"
244,Drive,"[568,790,-369,622,-708,-166,383,71,-1035]"
244,Eda,"[433,695,636,-747,4632,-1630,7,-1659,447,-1428,-284,273,603]"
244,Lavka,"[582,-121,-165,53,-1119,3309,-59,358]"
244,Market,"[1296,-44,198,-34,-38,537,99,46,-1998]"
244,Taxi,"[767,-1193,1451,1707,-997,1680,-1877,-896,-1051,440,1770,-939,1914,-1195,-288]"
245,Drive,"[581,-594,132,39,255]"
245,Eda,"[1640,39,150,-326,2037,3260]"
245,Lavka,"[238,462,914,-344,-146,-253]"
245,Market,"[406,-644,1030,2999,350,285,1986,-845,406,-557,56,749]"
245,Taxi,"[1833,2740,-198,-677]"
246,Drive,"[748,-1049,562,403,-721,-175,162,656,138,614,1953,883,81,3060,1092]"
246,Eda,"[107,1252,1396,-218,-1484,-196,398,606,-1867,97,704,135,-489,35,-875,468,-1363]"
246,Lavka,"[29,367,401,-536,-616,-944,-981,591,-299,-1045,99,-2231,84,-1281,318,-318,-222,-840,330]"
246,Market,"[-884,-88,90,783,1432,-1273,298,-467,1489,-688,2597,-3369,1128,789,39,-2607,3091,452,1267,2513]"
246,Taxi,"[-791,501,-11,-35,175,-162,726,-500,4744,16,729,904,-1530,567]"
247,Drive,"[1831,315,859,111,116,425,155,-1488,361,-3408,614,1782,-1239,-601,1238,1896,-1959,-397,-226,91]"
247,Eda,"[551,2299,-465,771,205,-937,514,-176,678,1236,225,-3993,-1019,-216,191,-522,403]"
247,Lavka,"[-816,456,194,-1386,40,112,4156,-912,-519,667,-801,-171,-132,506,-1097,592,785,-1424,-18,447,-557,-1344,-403]"
247,Market,"[-767,1884,-30,1669,-409,148,-214,-586,211,-4295,-161,1252,-2126,1122,2024,334,-963,-141]"
247,Taxi,"[-28,1188,-1405,-970,1015,554,-319,-866,-481,-219,134,1246,2497,1636,-1468,-62]"
248,Drive,"[-790,-565,91,-41,-39,-760,820,-312,-969,288,1178,743,-9,-846,1246,2205,407,-1042,-473]"
248,Eda,"[485,-2007,896,-1459,1053,-506,768,-2171,135,-1310,434]"
248,Lavka,"[3091,813,93,-1228,-886,-1932]"
248,Market,"[790,565,-50,-25,779,-628,1052,-1268,2406,-14]"
248,Taxi,"[2127,2362,502,1198,-255,610,1265,1041,694,-2544,1682,-918,827,-190,138,-535,-679]"
249,Drive,"[471,-76,-1132,1196,-1306,608,478,130,-69,-1518,2244,-3381]"
249,Eda,"[1705,261,756,2385,-311,695,-994,-327,1782,-2661,580,117,674,4,117,2501,3102,-1459,541,1711,127]"
249,Lavka,"[-261,-306,1099,2012,-77,-509,492,42,5659,-2196,254,2241,238]"
249,Market,"[1339,-1699,-513,-1811,1134,-694,170,690,691,-241,-722,-937,630,-247,-64,-514,460,-381,-2345,-2354,1791,-1337,564,-1762,1586]"
249,Taxi,"[-544,-1196,2043,1413,-565,-228,3296,-1915,-2096,1163,-128,-856,3783,54,-623,-1892,-89,-69]"
250,Drive,"[-1441,-606,834,-401,-938,1399,-1521,-226,2759,27]"
250,Eda,"[634,-635,1969,-45,-370,264,400,23,-140,-1889,1053,618,-856,-619,-86,1324]"
250,Lavka,"[1,2999,-1044,-291,-5,-2271,-779,128,-95,-590,699,197,-2668,226,-524]"
250,Market,"[1632,205,2339,-575,276,-183,774,183]"
250,Taxi,"[968,1060,247,476,-659,-400,-997,194,-72,-1354,-207,86]"
251,Drive,"[-567,-207,-1051,-1146,224,19,-118,-80,-9,-3720,-543,-44,-338,1305,645,911,-1559]"
251,Eda,"[31,220,1791,-104,-2072,543,-2123,1586,-1743,-361,-514]"
251,Lavka,"[-650,1610,1297,-1747,-264,-120,2537,100,3842,-164,2497,305]"
251,Market,"[2946,-1719,1686,-682,-452,-70,347,684,870,362,356,-1001,279,-718]"
251,Taxi,"[1372,-963,-2581,1146,-347,233,-917,2607,580,-1084,-957,-1520,-11,696,1050,-238,718,875,804,-466,-1212,3033,-198,1482]"
252,Drive,"[-469,1651,-561,-252,6887,-130,1368,-234,-564,391,-365,-386,-2151,239,-53,28,3448,-191]"
252,Eda,"[714,2468,-2164,4089,-345,-1202,-152,-5284,585,780,396,-4220,669,-260,-689,337,-510,582,-314,-592,520,731]"
252,Lavka,"[529,89,422,-422,221,868,5218,137,-1110,1448,139,-458,-189,-505,1265,3542,-610,-1371,1249,1115]"
252,Market,"[829,399,-2511,799,-538,-1640,-291,-232,323,50,326,1500,673,748,-3354,1473]"
252,Taxi,"[638,-1926,-1893,-24,137,86,-184,169,-121,1111,-2027,826,1710,2531,2182,4059,-22,-1754]"
253,Drive,"[-826,-806,-48,-187,237,-149,65,26,-337,-1660,1473,575,-872,2633,-1175,652,641]"
253,Eda,"[4788,-1724,33,4366,427,1215,-288,1660,-994,-104,2913,-1791,-1292,1504]"
253,Lavka,"[-947,573,-2709,1100,-645,-176,199,-38,-1560,597,1318,68,-1808,-186]"
253,Market,"[-973,-459,1558,-2244,366,53,-1611,1179,-207,-373,-249,-259,739,2363,1422,-885,-1887,441,110,-335]"
253,Taxi,"[-302,546,-1521,-199,971,1398,-2848,-1826,-68,335,-34]"
254,Drive,"[1673,933,3258,-3010,155,991,-208,267,-1249,-4191]"
254,Eda,"[1788,471,513,-185,-280,1440]"
254,Lavka,"[186,1098,3]"
254,Market,"[924,302,-604,-562,538,4555,84,-252,708]"
